Class;Units;Avg_Mass (kg);Avg_Purchase;Purchase_Min;Purchase_Max;Start_date;End_date;Year;Month
P;3.0;531.0;8597.0;2249.0;1926.0;2018/03/19;2018/03/25;2018;3
O;3.0;714.0;8769.0;2279.0;1938.0;2018/03/19;2018/03/25;2018;3
R;636.0;8843.0;2256.0;1750.0;2578.0;2018/03/19;2018/03/25;2018;3
C;63.0;9087.0;2027.0;1615.0;2138.0;2018/03/19;2018/03/25;2018;3
U;19.0;8804.0;1925.0;1484.0;2065.0;2018/03/19;2018/03/25;2018;3
S;20.0;10030.0;1841.0;1734.0;1925.0;2018/03/19;2018/03/25;2018;3
BP;7248.0;73.5;26.27;20.86;29.12;2017/03/20;2017/03/26;2017;3
BO;2858.0;75.24;26.43;20.58;29.18;2017/03/20;2017/03/26;2017;3
BR;227.0;77.1;25.76;22.3;28.5;2017/03/20;2017/03/26;2017;3
BC;22.0;76.86;23.02;21.0;28.0;2017/03/20;2017/03/26;2017;3
BU;4.0;76.95;23.45;22.0;27.3;2017/03/20;2017/03/26;2017;3
BS;7.0;77.49;21.05;19.0;24.0;2017/03/20;2017/03/26;2017;3
PP;2127.0;53.17;26.98;22.5;31.47;2017/03/20;2017/03/26;2017;3
PO;147.0;51.78;26.58;26.0;31.5;2017/03/20;2017/03/26;2017;3
PR;29.0;52.19;26.36;25.5;29.0;2017/03/20;2017/03/26;2017;3
PC;6.0;47.12;23.7;19.0;27.3;2017/03/20;2017/03/26;2017;3
PS;5.0;32.9;17.5;17.5;17.5;2017/03/20;2017/03/26;2017;3
SAB;120.0;129.09;14.34;8.0;20.0;2017/03/20;2017/03/26;2017;3
HP;3716.0;84.96;26.41;22.3;29.44;2017/03/20;2017/03/26;2017;3
HO;4419.0;87.0;26.46;22.3;29.42;2017/03/20;2017/03/26;2017;3
HR;854.0;89.16;25.28;22.0;28.2;2017/03/20;2017/03/26;2017;3
HC;79.0;91.22;20.89;18.0;27.3;2017/03/20;2017/03/26;2017;3
HU;7.0;89.85;23.92;20.09;27.3;2017/03/20;2017/03/26;2017;3
HS;5.0;91.18;16.16;14.0;27.3;2017/03/20;2017/03/26;2017;3
CP;1841.0;64.66;27.75;22.4;29.98;2017/03/20;2017/03/26;2017;3
CO;320.0;62.89;28.22;22.4;30.0;2017/03/20;2017/03/26;2017;3
CR;65.0;61.12;27.16;25.0;28.5;2017/03/20;2017/03/26;2017;3
CC;3.0;65.1;27.3;27.3;27.3;2017/03/20;2017/03/26;2017;3
SAU;618.0;154.22;17.34;13.52;20.0;2017/03/20;2017/03/26;2017;3
BP;5974.0;7254.0;2674.0;2339.0;2910.0;2017/03/27;2017/04/02;2017;4
BO;2370.0;7478.0;2737.0;2546.0;2919.0;2017/03/27;2017/04/02;2017;4
BR;182.0;7655.0;2628.0;2426.0;2852.0;2017/03/27;2017/04/02;2017;4
BC;10.0;7506.0;2225.0;2106.0;2730.0;2017/03/27;2017/04/02;2017;4
BU;4.0;7449.0;2083.0;2017.0;2340.0;2017/03/27;2017/04/02;2017;4
BS;7.0;8013.0;2178.0;1900.0;2300.0;2017/03/27;2017/04/02;2017;4
PP;2501.0;5276.0;2702.0;2507.0;3050.0;2017/03/27;2017/04/02;2017;4
PO;201.0;5353.0;2759.0;2499.0;2909.0;2017/03/27;2017/04/02;2017;4
PR;23.0;4948.0;2402.0;1739.0;2850.0;2017/03/27;2017/04/02;2017;4
PC;8.0;4811.0;1889.0;1000.0;2500.0;2017/03/27;2017/04/02;2017;4
PU;1.0;5080.0;1602.0;1602.0;1602.0;2017/03/27;2017/04/02;2017;4
PS;6.0;12386.0;1776.0;1750.0;2500.0;2017/03/27;2017/04/02;2017;4
SAS;33.0;11036.0;1724.0;928.0;2000.0;2017/03/27;2017/04/02;2017;4
HP;2666.0;8547.0;2664.0;2472.0;2810.0;2017/03/27;2017/04/02;2017;4
HO;3.0;21.0;8732.0;2654.0;2473.0;2017/03/27;2017/04/02;2017;4
HR;478.0;8987.0;2521.0;2262.0;2778.0;2017/03/27;2017/04/02;2017;4
HC;48.0;9008.0;2114.0;2068.0;2386.0;2017/03/27;2017/04/02;2017;4
HU;3.0;8709.0;2154.0;1985.0;2500.0;2017/03/27;2017/04/02;2017;4
HS;2.0;9050.0;940.0;940.0;940.0;2017/03/27;2017/04/02;2017;4
CP;1442.0;6065.0;2785.0;2338.0;2997.0;2017/03/27;2017/04/02;2017;4
CO;213.0;6190.0;2843.0;2761.0;2944.0;2017/03/27;2017/04/02;2017;4
CR;25.0;6109.0;2765.0;2299.0;2850.0;2017/03/27;2017/04/02;2017;4
CC;1.0;6360.0;2550.0;2550.0;2550.0;2017/03/27;2017/04/02;2017;4
CS;1.0;5420.0;2730.0;2730.0;2730.0;2017/03/27;2017/04/02;2017;4
SAS;541.0;16363.0;1820.0;1507.0;2000.0;2017/03/27;2017/04/02;2017;4
P;1493.0;5274.0;2497.0;1975.0;2700.0;2018/03/26;2018/04/01;2018;4
O;102.0;5116.0;2261.0;1796.0;2700.0;2018/03/26;2018/04/01;2018;4
R;22.0;4803.0;2254.0;1675.0;2650.0;2018/03/26;2018/04/01;2018;4
C;9.0;4547.0;2264.0;1850.0;2600.0;2018/03/26;2018/04/01;2018;4
U;4.0;4360.0;2200.0;2200.0;2200.0;2018/03/26;2018/04/01;2018;4
P;1010.0;6183.0;2058.0;1956.0;2175.0;2018/03/26;2018/04/01;2018;4
O;152.0;6254.0;2052.0;1962.0;2162.0;2018/03/26;2018/04/01;2018;4
R;12.0;6254.0;1977.0;1965.0;1980.0;2018/03/26;2018/04/01;2018;4
C;2.0;6120.0;1910.0;1910.0;1910.0;2018/03/26;2018/04/01;2018;4
U;3.0;5967.0;1966.0;1910.0;2000.0;2018/03/26;2018/04/01;2018;4
S;1.0;6070.0;1910.0;1910.0;1910.0;2018/03/26;2018/04/01;2018;4
P;5867.0;7516.0;2101.0;1845.0;2431.0;2018/03/26;2018/04/01;2018;4
O;2077.0;7640.0;2121.0;1902.0;2347.0;2018/03/26;2018/04/01;2018;4
R;185.0;7582.0;2081.0;1785.0;2294.0;2018/03/26;2018/04/01;2018;4
C;24.0;7465.0;1869.0;1556.0;2198.0;2018/03/26;2018/04/01;2018;4
U;7.0;7230.0;1595.0;1440.0;1800.0;2018/03/26;2018/04/01;2018;4
P;3417.0;8628.0;2009.0;1811.0;2335.0;2018/03/26;2018/04/01;2018;4
O;3626.0;8876.0;2036.0;1814.0;2220.0;2018/03/26;2018/04/01;2018;4
R;468.0;9052.0;1963.0;1812.0;2033.0;2018/03/26;2018/04/01;2018;4
C;22.0;9149.0;1756.0;1750.0;1820.0;2018/03/26;2018/04/01;2018;4
U;3.0;9070.0;1806.0;1800.0;1820.0;2018/03/26;2018/04/01;2018;4
S;31.0;9704.0;1715.0;1400.0;2220.0;2018/03/26;2018/04/01;2018;4
BP;4563.0;73.36;24.06;22.83;25.92;2016/03/28;2016/04/03;2016;4
BO;2072.0;75.38;24.3;22.4;25.69;2016/03/28;2016/04/03;2016;4
BR;252.0;76.76;23.58;16.0;25.0;2016/03/28;2016/04/03;2016;4
BC;23.0;77.55;20.43;15.0;24.0;2016/03/28;2016/04/03;2016;4
BU;5.0;86.88;20.34;19.5;22.0;2016/03/28;2016/04/03;2016;4
BS;3.0;69.13;25.0;25.0;25.0;2016/03/28;2016/04/03;2016;4
PP;1138.0;48.96;24.81;22.59;27.15;2016/03/28;2016/04/03;2016;4
PO;129.0;49.68;24.56;21.34;27.2;2016/03/28;2016/04/03;2016;4
PR;24.0;50.05;23.14;21.6;26.0;2016/03/28;2016/04/03;2016;4
PC;3.0;50.17;21.17;20.3;23.0;2016/03/28;2016/04/03;2016;4
HP;2603.0;86.19;23.94;23.0;24.5;2016/03/28;2016/04/03;2016;4
HO;2136.0;87.81;23.95;23.0;25.0;2016/03/28;2016/04/03;2016;4
HR;493.0;89.17;23.39;22.0;24.0;2016/03/28;2016/04/03;2016;4
HC;54.0;90.45;18.86;15.0;21.0;2016/03/28;2016/04/03;2016;4
HU;8.0;87.21;17.41;13.0;18.61;2016/03/28;2016/04/03;2016;4
HS;3.0;86.53;17.25;11.0;21.5;2016/03/28;2016/04/03;2016;4
CP;710.0;60.96;24.81;23.5;25.6;2016/03/28;2016/04/03;2016;4
CO;101.0;61.59;24.62;22.84;26.0;2016/03/28;2016/04/03;2016;4
CR;15.0;61.41;24.23;22.02;25.0;2016/03/28;2016/04/03;2016;4
CC;1.0;60.2;14.0;14.0;14.0;2016/03/28;2016/04/03;2016;4
SAB;22.0;113.3;10.49;6.0;17.3;2016/03/28;2016/04/03;2016;4
SAS;188.0;357.24;15.28;14.79;18.5;2016/03/28;2016/04/03;2016;4
BP;6090.0;74.03;23.35;22.0;26.75;2016/04/04;2016/04/10;2016;4
BO;3695.0;80.15;22.96;22.0;25.0;2016/04/04;2016/04/10;2016;4
BR;480.0;83.32;21.17;16.6;25.0;2016/04/04;2016/04/10;2016;4
BC;26.0;79.93;19.37;15.0;22.0;2016/04/04;2016/04/10;2016;4
BU;3.0;82.23;20.19;17.59;21.5;2016/04/04;2016/04/10;2016;4
BS;8.0;75.57;15.85;11.0;21.0;2016/04/04;2016/04/10;2016;4
PP;821.0;48.04;24.16;19.47;26.0;2016/04/04;2016/04/10;2016;4
PO;112.0;48.07;23.6;20.97;26.0;2016/04/04;2016/04/10;2016;4
PR;20.0;43.66;22.05;20.2;25.5;2016/04/04;2016/04/10;2016;4
PC;7.0;44.77;17.53;15.5;21.5;2016/04/04;2016/04/10;2016;4
PU;6.0;47.73;15.2;13.0;20.5;2016/04/04;2016/04/10;2016;4
HP;3157.0;86.86;23.69;19.95;24.48;2016/04/04;2016/04/10;2016;4
HO;2748.0;89.06;23.47;20.16;24.5;2016/04/04;2016/04/10;2016;4
HR;619.0;91.02;22.69;19.56;24.0;2016/04/04;2016/04/10;2016;4
HC;72.0;90.48;18.31;14.82;19.16;2016/04/04;2016/04/10;2016;4
HU;10.0;92.94;16.75;13.0;22.2;2016/04/04;2016/04/10;2016;4
HS;4.0;88.85;15.8;11.0;20.0;2016/04/04;2016/04/10;2016;4
CP;440.0;60.56;24.06;10.0;27.75;2016/04/04;2016/04/10;2016;4
CO;51.0;61.89;23.84;19.49;25.0;2016/04/04;2016/04/10;2016;4
CR;10.0;48.79;21.02;10.0;25.0;2016/04/04;2016/04/10;2016;4
CC;5.0;52.86;15.74;10.0;16.0;2016/04/04;2016/04/10;2016;4
SAU;106.0;109.55;13.23;8.0;17.0;2016/04/04;2016/04/10;2016;4
SAS;466.0;143.0;15.77;11.79;18.5;2016/04/04;2016/04/10;2016;4
PP;2557.0;5278.0;2639.0;2449.0;2907.0;2017/04/03;2017/04/09;2017;4
PO;218.0;5166.0;2680.0;2456.0;2869.0;2017/04/03;2017/04/09;2017;4
PR;25.0;5040.0;2492.0;2500.0;2620.0;2017/04/03;2017/04/09;2017;4
PC;19.0;4225.0;2232.0;1684.0;2842.0;2017/04/03;2017/04/09;2017;4
PU;5.0;5202.0;1440.0;1300.0;2133.0;2017/04/03;2017/04/09;2017;4
PS;9.0;4849.0;1684.0;1600.0;1750.0;2017/04/03;2017/04/09;2017;4
CP;646.0;6090.0;2811.0;2673.0;2993.0;2017/04/03;2017/04/09;2017;4
CO;64.0;6215.0;2772.0;2682.0;3047.0;2017/04/03;2017/04/09;2017;4
CR;3.0;5940.0;2345.0;2153.0;2700.0;2017/04/03;2017/04/09;2017;4
CC;2.0;6455.0;1800.0;1800.0;1800.0;2017/04/03;2017/04/09;2017;4
CU;1.0;6290.0;1300.0;1300.0;1300.0;2017/04/03;2017/04/09;2017;4
CS;2.0;6120.0;1357.0;1100.0;1600.0;2017/04/03;2017/04/09;2017;4
BP;5664.0;7306.0;2672.0;2386.0;2872.0;2017/04/03;2017/04/09;2017;4
BO;1796.0;7562.0;2719.0;2535.0;2905.0;2017/04/03;2017/04/09;2017;4
BR;160.0;7695.0;2603.0;2434.0;2833.0;2017/04/03;2017/04/09;2017;4
BC;16.0;7517.0;2389.0;2092.0;2900.0;2017/04/03;2017/04/09;2017;4
BU;1.0;82.0;1850.0;1850.0;1850.0;2017/04/03;2017/04/09;2017;4
BS;4.0;8160.0;2487.0;2200.0;2900.0;2017/04/03;2017/04/09;2017;4
HP;1844.0;8607.0;2603.0;2454.0;2744.0;2017/04/03;2017/04/09;2017;4
HO;1587.0;8805.0;2589.0;2556.0;2752.0;2017/04/03;2017/04/09;2017;4
HR;291.0;8864.0;2515.0;2329.0;2651.0;2017/04/03;2017/04/09;2017;4
HC;33.0;9011.0;2006.0;1500.0;2077.0;2017/04/03;2017/04/09;2017;4
HU;5.0;8672.0;1988.0;1988.0;1988.0;2017/04/03;2017/04/09;2017;4
HS;4.0;9908.0;1600.0;940.0;2000.0;2017/04/03;2017/04/09;2017;4
SAU;290.0;15484.0;1669.0;1544.0;1884.0;2017/04/03;2017/04/09;2017;4
SAB;7900.0;13760.0;1362.0;800.0;1828.0;2017/04/03;2017/04/09;2017;4
P;1279.0;5280.0;2147.0;1912.0;2212.0;2018/04/02;2018/04/08;2018;4
O;81.0;4878.0;2083.0;1693.0;2300.0;2018/04/02;2018/04/08;2018;4
R;31.0;4632.0;2026.0;1645.0;2150.0;2018/04/02;2018/04/08;2018;4
C;18.0;4958.0;1910.0;1522.0;2100.0;2018/04/02;2018/04/08;2018;4
U;1.0;3430.0;2100.0;2100.0;2100.0;2018/04/02;2018/04/08;2018;4
S;1.0;3430.0;2100.0;2100.0;2100.0;2018/04/02;2018/04/08;2018;4
P;740.0;6086.0;1990.0;1786.0;2217.0;2018/04/02;2018/04/08;2018;4
O;118.0;6060.0;1976.0;1790.0;2214.0;2018/04/02;2018/04/08;2018;4
R;7.0;6032.0;1915.0;1738.0;2000.0;2018/04/02;2018/04/08;2018;4
C;1.0;5950.0;1800.0;1800.0;1800.0;2018/04/02;2018/04/08;2018;4
P;5360.0;7615.0;1940.0;1761.0;2216.0;2018/04/02;2018/04/08;2018;4
O;2216.0;7690.0;1955.0;1735.0;2152.0;2018/04/02;2018/04/08;2018;4
R;244.0;7823.0;1864.0;1700.0;2135.0;2018/04/02;2018/04/08;2018;4
C;18.0;7910.0;1559.0;1379.0;1715.0;2018/04/02;2018/04/08;2018;4
U;2.0;6860.0;1811.0;1540.0;2100.0;2018/04/02;2018/04/08;2018;4
S;2.0;9225.0;1333.0;990.0;1650.0;2018/04/02;2018/04/08;2018;4
P;2583.0;8767.0;2027.0;1694.0;2445.0;2018/04/02;2018/04/08;2018;4
O;3983.0;8900.0;1963.0;1688.0;2188.0;2018/04/02;2018/04/08;2018;4
R;941.0;9053.0;1803.0;1629.0;1944.0;2018/04/02;2018/04/08;2018;4
C;64.0;9088.0;1423.0;1362.0;1655.0;2018/04/02;2018/04/08;2018;4
U;6.0;8951.0;1304.0;1300.0;1304.0;2018/04/02;2018/04/08;2018;4
S;37.0;10107.0;1648.0;1421.0;1743.0;2018/04/02;2018/04/08;2018;4
A2;7868.0;28208.0;4345.0;4390.0;4353.0;2018/04/02;2018/04/08;2018;4
A3;958.0;30059.0;4349.0;4078.0;3535.0;2018/04/02;2018/04/08;2018;4
AB2;327.0;27584.0;4120.0;4396.0;4131.0;2018/04/02;2018/04/08;2018;4
AB3;62.0;27678.0;4170.0;4388.0;4231.0;2018/04/02;2018/04/08;2018;4
B2;202.0;25253.0;3814.0;3929.0;3819.0;2018/04/02;2018/04/08;2018;4
B3;53.0;30363.0;3837.0;4070.0;3827.0;2018/04/02;2018/04/08;2018;4
C2;817.0;25765.0;3788.0;4055.0;3794.0;2018/04/02;2018/04/08;2018;4
C3;314.0;28622.0;3810.0;4119.0;3826.0;2018/04/02;2018/04/08;2018;4
PP;2393.0;5317.0;2635.0;2523.0;2888.0;2017/04/10;2017/04/16;2017;4
PO;165.0;5310.0;2683.0;2454.0;2899.0;2017/04/10;2017/04/16;2017;4
PR;23.0;5097.0;2496.0;2535.0;2978.0;2017/04/10;2017/04/16;2017;4
PC;5.0;5218.0;2479.0;2300.0;2900.0;2017/04/10;2017/04/16;2017;4
PS;8.0;3564.0;1869.0;1750.0;2400.0;2017/04/10;2017/04/16;2017;4
CP;1321.0;6147.0;2719.0;2548.0;2849.0;2017/04/10;2017/04/16;2017;4
CO;164.0;6263.0;2786.0;2631.0;2850.0;2017/04/10;2017/04/16;2017;4
CR;34.0;6052.0;2784.0;2685.0;2850.0;2017/04/10;2017/04/16;2017;4
CC;6.0;5980.0;2500.0;2500.0;2500.0;2017/04/10;2017/04/16;2017;4
CU;2.0;6175.0;2565.0;2400.0;2730.0;2017/04/10;2017/04/16;2017;4
BP;6349.0;7265.0;2622.0;2202.0;2913.0;2017/04/10;2017/04/16;2017;4
BO;1756.0;7437.0;2685.0;2298.0;2900.0;2017/04/10;2017/04/16;2017;4
BR;123.0;7579.0;2622.0;2490.0;2947.0;2017/04/10;2017/04/16;2017;4
BC;18.0;7045.0;2557.0;2056.0;2900.0;2017/04/10;2017/04/16;2017;4
BU;3.0;78.0;2279.0;1850.0;2730.0;2017/04/10;2017/04/16;2017;4
BS;3.0;9086.0;2112.0;1900.0;2200.0;2017/04/10;2017/04/16;2017;4
HP;2807.0;8503.0;2653.0;2400.0;2808.0;2017/04/10;2017/04/16;2017;4
HO;3003.0;8692.0;2678.0;2546.0;2813.0;2017/04/10;2017/04/16;2017;4
HR;466.0;8954.0;2568.0;2402.0;3229.0;2017/04/10;2017/04/16;2017;4
HC;29.0;8788.0;2130.0;1500.0;2730.0;2017/04/10;2017/04/16;2017;4
HU;7.0;8857.0;1860.0;1300.0;2450.0;2017/04/10;2017/04/16;2017;4
HS;4.0;9073.0;1975.0;940.0;2730.0;2017/04/10;2017/04/16;2017;4
SAU;535.0;14797.0;1852.0;1630.0;2456.0;2017/04/10;2017/04/16;2017;4
SAB;163.0;11779.0;1676.0;800.0;2461.0;2017/04/10;2017/04/16;2017;4
PP;2446.0;5341.0;2643.0;2473.0;3018.0;2017/04/17;2017/04/23;2017;4
PO;146.0;5410.0;2691.0;2466.0;2879.0;2017/04/17;2017/04/23;2017;4
PR;24.0;5199.0;2331.0;1326.0;2871.0;2017/04/17;2017/04/23;2017;4
PC;6.0;4959.0;2418.0;2300.0;2900.0;2017/04/17;2017/04/23;2017;4
PU;1.0;5535.0;1950.0;1950.0;1950.0;2017/04/17;2017/04/23;2017;4
PS;5.0;18282.0;1750.0;1750.0;1750.0;2017/04/17;2017/04/23;2017;4
CP;820.0;6141.0;2795.0;2488.0;3000.0;2017/04/17;2017/04/23;2017;4
CO;150.0;6019.0;2725.0;2645.0;2839.0;2017/04/17;2017/04/23;2017;4
CR;6.0;6036.0;2593.0;2685.0;2700.0;2017/04/17;2017/04/23;2017;4
BP;5738.0;7347.0;2637.0;2467.0;2884.0;2017/04/17;2017/04/23;2017;4
BO;1986.0;9235.0;2676.0;2476.0;2900.0;2017/04/17;2017/04/23;2017;4
BR;199.0;7643.0;2565.0;2370.0;2828.0;2017/04/17;2017/04/23;2017;4
BC;14.0;7136.0;2375.0;2136.0;2900.0;2017/04/17;2017/04/23;2017;4
BS;7.0;8079.0;2244.0;1588.0;2900.0;2017/04/17;2017/04/23;2017;4
HP;2998.0;8619.0;2577.0;2422.0;2696.0;2017/04/17;2017/04/23;2017;4
HO;2762.0;8780.0;2589.0;2489.0;2684.0;2017/04/17;2017/04/23;2017;4
HR;460.0;8822.0;2448.0;2114.0;2600.0;2017/04/17;2017/04/23;2017;4
HC;61.0;8731.0;1998.0;1566.0;2141.0;2017/04/17;2017/04/23;2017;4
HU;7.0;8872.0;1925.0;1400.0;2340.0;2017/04/17;2017/04/23;2017;4
HS;7.0;9577.0;1421.0;940.0;2570.0;2017/04/17;2017/04/23;2017;4
SAU;399.0;15431.0;1730.0;1495.0;2176.0;2017/04/17;2017/04/23;2017;4
SAB;79.0;11414.0;1579.0;772.0;2483.0;2017/04/17;2017/04/23;2017;4
P;1497.0;5251.0;2127.0;1867.0;2224.0;2018/04/16;2018/04/22;2018;4
O;98.0;4979.0;2063.0;1762.0;2200.0;2018/04/16;2018/04/22;2018;4
R;19.0;5108.0;1908.0;1594.0;2150.0;2018/04/16;2018/04/22;2018;4
C;4.0;5045.0;1957.0;1550.0;2100.0;2018/04/16;2018/04/22;2018;4
U;2.0;4820.0;2100.0;2100.0;2100.0;2018/04/16;2018/04/22;2018;4
P;592.0;6204.0;1919.0;1705.0;2078.0;2018/04/16;2018/04/22;2018;4
O;161.0;6215.0;1927.0;1655.0;2100.0;2018/04/16;2018/04/22;2018;4
R;22.0;6197.0;2120.0;1745.0;3000.0;2018/04/16;2018/04/22;2018;4
C;2.0;5604.0;1506.0;1211.0;1800.0;2018/04/16;2018/04/22;2018;4
U;1.0;6280.0;1400.0;1400.0;1400.0;2018/04/16;2018/04/22;2018;4
S;1.0;5890.0;1910.0;1910.0;1910.0;2018/04/16;2018/04/22;2018;4
P;6405.0;7603.0;1859.0;1706.0;2042.0;2018/04/16;2018/04/22;2018;4
O;2344.0;7757.0;1892.0;1629.0;2070.0;2018/04/16;2018/04/22;2018;4
R;205.0;7893.0;1757.0;1501.0;1961.0;2018/04/16;2018/04/22;2018;4
C;18.0;7955.0;1642.0;1338.0;1883.0;2018/04/16;2018/04/22;2018;4
U;2.0;7130.0;2100.0;2100.0;2100.0;2018/04/16;2018/04/22;2018;4
S;48.0;9830.0;1661.0;1578.0;1780.0;2018/04/16;2018/04/22;2018;4
P;4273.0;8674.0;1832.0;1530.0;2104.0;2018/04/16;2018/04/22;2018;4
O;6017.0;8887.0;1833.0;1531.0;2012.0;2018/04/16;2018/04/22;2018;4
R;1011.0;9080.0;1691.0;1452.0;1881.0;2018/04/16;2018/04/22;2018;4
C;56.0;9127.0;1389.0;1200.0;1806.0;2018/04/16;2018/04/22;2018;4
U;9.0;9090.0;1243.0;1147.0;1475.0;2018/04/16;2018/04/22;2018;4
S;39.0;9831.0;1735.0;1731.0;1748.0;2018/04/16;2018/04/22;2018;4
BC;24.0;73.959;19.85;15.0;23.06;2016/04/19;2016/04/26;2016;4
BO;1533.0;61.297;24.32;23.8;25.89;2016/04/19;2016/04/26;2016;4
BP;4021.0;61.781;24.17;23.8;25.61;2016/04/19;2016/04/26;2016;4
BR;220.0;70.786;23.65;16.0;24.62;2016/04/19;2016/04/26;2016;4
BS;14.0;76.76;16.13;11.0;20.0;2016/04/19;2016/04/26;2016;4
PO;78.0;45.45;25.65;23.8;26.0;2016/04/19;2016/04/26;2016;4
PP;721.0;51.37;25.41;23.8;26.75;2016/04/19;2016/04/26;2016;4
PR;15.0;49.2;22.98;22.3;25.5;2016/04/19;2016/04/26;2016;4
SAB;65.0;93.43;11.66;8.0;17.5;2016/04/19;2016/04/26;2016;4
HP;2906.0;55.955;23.82;17.3;24.5;2016/04/19;2016/04/26;2016;4
HO;3742.0;53.661;24.14;23.8;24.49;2016/04/19;2016/04/26;2016;4
HR;770.0;65.914;23.65;22.9;24.0;2016/04/19;2016/04/26;2016;4
HC;93.0;89.122;18.63;15.0;22.5;2016/04/19;2016/04/26;2016;4
HU;11.0;90.97;17.53;13.0;18.58;2016/04/19;2016/04/26;2016;4
HS;3.0;86.07;14.82;14.82;14.82;2016/04/19;2016/04/26;2016;4
CP;377.0;51.99;24.62;24.0;26.0;2016/04/19;2016/04/26;2016;4
CO;107.0;57.59;24.75;24.0;26.0;2016/04/19;2016/04/26;2016;4
CR;19.0;56.42;25.08;23.93;26.0;2016/04/19;2016/04/26;2016;4
CC;4.0;61.5;16.0;16.0;16.0;2016/04/19;2016/04/26;2016;4
CU;4.0;59.9;13.0;13.0;13.0;2016/04/19;2016/04/26;2016;4
CS;1.0;64.1;13.0;13.0;13.0;2016/04/19;2016/04/26;2016;4
SAS;252.0;101.35;15.77;12.0;18.5;2016/04/19;2016/04/26;2016;4
PP;2100.0;5339.0;2650.0;2250.0;3149.0;2017/04/24;2017/04/30;2017;4
PO;106.0;5270.0;2621.0;2522.0;2900.0;2017/04/24;2017/04/30;2017;4
PR;29.0;4994.0;2605.0;2431.0;2800.0;2017/04/24;2017/04/30;2017;4
PC;8.0;4855.0;2368.0;2339.0;2450.0;2017/04/24;2017/04/30;2017;4
PU;1.0;5100.0;2247.0;2247.0;2247.0;2017/04/24;2017/04/30;2017;4
PS;5.0;14462.0;1750.0;1750.0;1750.0;2017/04/24;2017/04/30;2017;4
CP;933.0;6079.0;2672.0;2100.0;2998.0;2017/04/24;2017/04/30;2017;4
CO;101.0;6042.0;2705.0;1700.0;2999.0;2017/04/24;2017/04/30;2017;4
CR;16.0;6124.0;2515.0;2431.0;2700.0;2017/04/24;2017/04/30;2017;4
CC;9.0;6424.0;2065.0;1600.0;2358.0;2017/04/24;2017/04/30;2017;4
CU;8.0;5760.0;2253.0;2253.0;2253.0;2017/04/24;2017/04/30;2017;4
BP;5791.0;7362.0;2646.0;2230.0;2850.0;2017/04/24;2017/04/30;2017;4
BO;2189.0;7568.0;2691.0;2300.0;2850.0;2017/04/24;2017/04/30;2017;4
BR;210.0;7706.0;2573.0;1800.0;2800.0;2017/04/24;2017/04/30;2017;4
BC;20.0;2494.0;2484.0;1850.0;2800.0;2017/04/24;2017/04/30;2017;4
BU;10.0;7669.0;2390.0;1850.0;2800.0;2017/04/24;2017/04/30;2017;4
BS;11.0;8163.0;2675.0;2200.0;2800.0;2017/04/24;2017/04/30;2017;4
HP;3235.0;8627.0;2574.0;2230.0;2845.0;2017/04/24;2017/04/30;2017;4
HO;3226.0;8823.0;2590.0;2230.0;2900.0;2017/04/24;2017/04/30;2017;4
HR;578.0;8951.0;2500.0;2200.0;2850.0;2017/04/24;2017/04/30;2017;4
HC;70.0;8972.0;2032.0;1600.0;2700.0;2017/04/24;2017/04/30;2017;4
HU;7.0;8646.0;1890.0;1500.0;1999.0;2017/04/24;2017/04/30;2017;4
HS;7.0;9304.0;1130.0;940.0;1750.0;2017/04/24;2017/04/30;2017;4
SAU;458.0;15147.0;1752.0;1553.0;2492.0;2017/04/24;2017/04/30;2017;4
SAB;92.0;11254.0;1823.0;1300.0;2592.0;2017/04/24;2017/04/30;2017;4
BP;4847.0;73.993;24.2;23.39;26.75;2016/04/25;2016/05/01;2016;5
BO;2053.0;74.8807;24.31;23.45;24.84;2016/04/25;2016/05/01;2016;5
BR;281.0;76.5789;23.91;16.0;24.5;2016/04/25;2016/05/01;2016;5
BS;1.0;77.8;24.5;24.5;24.5;2016/04/25;2016/05/01;2016;5
PP;773.0;49.69;25.26;23.5;27.2;2016/04/25;2016/05/01;2016;5
PO;93.0;47.08;25.29;23.5;27.2;2016/04/25;2016/05/01;2016;5
PR;14.0;49.01;23.58;23.1;24.5;2016/04/25;2016/05/01;2016;5
PC;5.0;40.58;23.82;23.5;24.0;2016/04/25;2016/05/01;2016;5
SAS;21.0;118.93;14.19;6.0;17.4;2016/04/25;2016/05/01;2016;5
HP;1650.0;85.46;23.94;23.48;24.5;2016/04/25;2016/05/01;2016;5
HO;1735.0;88.01;24.0;23.5;24.5;2016/04/25;2016/05/01;2016;5
HR;503.0;89.7;23.49;23.12;24.0;2016/04/25;2016/05/01;2016;5
HC;49.0;89.13;19.56;19.56;19.56;2016/04/25;2016/05/01;2016;5
HU;10.0;88.55;17.88;10.4;18.67;2016/04/25;2016/05/01;2016;5
HS;1.0;83.6;9.4;9.4;9.4;2016/04/25;2016/05/01;2016;5
CP;392.0;59.76;24.27;24.02;26.0;2016/04/25;2016/05/01;2016;5
CO;134.0;60.46;24.42;23.57;26.0;2016/04/25;2016/05/01;2016;5
CR;30.0;59.41;23.64;23.0;24.5;2016/04/25;2016/05/01;2016;5
CU;1.0;58.39;18.72;18.72;18.72;2016/04/25;2016/05/01;2016;5
